Timestamp,Hostname,Host ID,Action,Status
2024-10-15 13:35:21,FS-21448,1502df3da6be4eac98e6f68feaaaad84,lift_containment,contained
2024-10-15 13:35:22,LAB-INFOSEC2,b16d56eb6aa34da7905b883e5ce65ce6,lift_containment,contained
2024-10-15 13:35:22,LAB-INFOSEC3,e23d742ae5aa4ed1b60f330efee10265,lift_containment,normal
2024-10-15 13:35:23,LAB-INFOSEC4,d0f1854c79db406cb67be08636855bbe,lift_containment,normal
